gestosc,10,50,100,200,500
0.25,14.2857,4.56522,2.97862,0.918625,0.366536
0.5,16.6667,5.7508,2.53785,0.981143,0.427236
0.75,22.2222,5.52408,2.66758,1.17021,0.54286
1,18.75,7.46269,4.84359,2.40594,1.08304
