gestosc,10,50,100,200,500
0.25,28.5714,79.5652,90.2955,96.0158,98.5357
0.5,41.6667,80.9904,92.5739,96.8513,98.6303
0.75,44.4444,80.17,91.3817,96.027,98.2707
1,43.75,77.2803,85.9233,92.5858,96.6832
