gestosc,10,50,100,200,500
0.25,57.1429,15.8696,6.72592,3.06555,1.09773
0.5,41.6667,13.2588,4.88825,2.16756,0.942433
0.75,33.3333,14.3059,5.95075,2.80278,1.18648
1,37.5,15.257,9.2331,5.00821,2.23381
